RA,Fase,Turma,Nome,Ano nasc,Idade 22,Genero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra,INDE,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV,ANO,Atingiu_PV,INDE 2023,Nome Anonimizado,Data de Nasc,Idade,Pedra 22,Pedra 23,INDE 22,IPP,Mat,Por,Ing,Fase Ideal,Destaque IPV.1,INDE 23,Avaliador5,Avaliador6,Escola,Ativo/ Inativo,Ativo/ Inativo.1,Pedra_Ordem,EM_RISCO
RA-383,4,4F,,,,Masculino,2021,Pública,Topázio,Ametista,TOPAZIO,8.036024387,,,,5.0,Avaliador-22,,Avaliador-17,,Avaliador-1,,Avaliador-5,,9.2,8.6,7.5,,5.8,,,,,8.5,10.0,,1,,,,2024,,,Aluno-383,20/01/2011,13,Topázio,Ametista,"8,400",7.9,"1,0","8,0","8,5",Fase 3 (7° e 8° ano),,"7,5408",Avaliador-26,,EE João Ortiz Rodrigues,Cursando,Cursando,TOPAZIO,1
RA-1155,4,4F,,,,Feminino,2023,Pública,,,AMETISTA,7.119011111,,,,5.0,Avaliador-22,,Avaliador-17,,Avaliador-1,,Avaliador-5,,8.3,8.9,5.0,,4.7,,,,,8.9,5.0,,-1,,,,2024,,,Aluno-1155,18/02/2009,15,,Ametista,,8.0,"6,0","8,0",0,Fase 5 (1° EM),,"7,821633333",Avaliador-26,,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,AMETISTA,0
RA-384,4,4F,,,,Feminino,2021,Pública,Ametista,Ametista,TOPAZIO,8.072200721,,,,5.0,Avaliador-22,,Avaliador-17,,Avaliador-1,,Avaliador-5,,7.5,8.6,7.5,,7.5,,,,,7.9,10.0,,0,,,,2024,,,Aluno-384,09/02/2010,14,Ametista,Agata,"7,558",7.6,"5,0","9,5",8,Fase 4 (9° ano),,"6,757958333",Avaliador-26,,EE João Ortiz Rodrigues,Cursando,Cursando,TOPAZIO,0
RA-1156,4,4F,,,,Feminino,2023,Pública,,,AGATA,6.677713564,,,,5.0,Avaliador-22,,Avaliador-17,,Avaliador-1,,Avaliador-5,,7.5,7.8,7.5,,2.0,,,,,7.5,10.0,,1,,,,2024,,,Aluno-1156,19/05/2011,13,,Ametista,,7.1,"6,0","0,0",0,Fase 3 (7° e 8° ano),,"7,340775",Avaliador-26,,EE João Ortiz Rodrigues,Cursando,Cursando,AGATA,1
RA-1578,4,4F,,,,Feminino,2024,Pública,,,AMETISTA,7.880605848,,,,5.0,Avaliador-22,,Avaliador-17,,Avaliador-1,,Avaliador-5,,8.3,6.8,7.5,,7.3,,,,,8.6,10.0,,1,,,,2024,,,Aluno-1578,29/12/2010,13,,,,7.5,"6,0","6,0",10,Fase 3 (7° e 8° ano),,,Avaliador-26,,EE Olivia de Faria Nogueira,Cursando,Cursando,AMETISTA,1
RA-388,4,4F,,,,Feminino,2021,Pública,Ágata,Ágata,QUARTZO,5.965307936,,,,5.0,Avaliador-22,,Avaliador-17,,Avaliador-1,,Avaliador-5,,7.5,6.3,7.5,,4.3,,,,,5.8,5.0,,-1,,,,2024,,,Aluno-388,14/07/2008,16,Ágata,Quartzo,"6,654",6.8,"1,0","7,0",5,Fase 5 (1° EM),,"5,630833333",Avaliador-26,,EE Joaquim Mendes Feliz,Cursando,Cursando,QUARTZO,1
RA-260,4,4F,,,,Feminino,2021,Pública,Topázio,Ametista,TOPAZIO,8.448920635,,,,5.0,Avaliador-22,,Avaliador-17,,Avaliador-1,,Avaliador-5,,8.8,9.7,7.5,,7.0,,,,,8.5,10.0,,0,,,,2024,,,Aluno-260,05/11/2009,15,Ametista,Topázio,"7,440",7.9,"7,5","5,5",8,Fase 4 (9° ano),,"8,080008333",Avaliador-26,,EE João Ortiz Rodrigues,Cursando,Cursando,TOPAZIO,0
RA-395,4,4F,,,,Feminino,2021,Pública,Ametista,Topázio,AMETISTA,7.169905291,,,,5.0,Avaliador-22,,Avaliador-17,,Avaliador-1,,Avaliador-5,,8.8,6.9,6.3,,4.3,,,,,8.5,10.0,,1,,,,2024,,,Aluno-395,19/03/2011,13,Ametista,Ametista,"7,683",7.3,"2,5","5,5",5,Fase 3 (7° e 8° ano),,"7,469175",Avaliador-26,,EE Olivia de Faria Nogueira,Cursando,Cursando,AMETISTA,1
RA-262,4,4F,,,,Masculino,2021,Privada,,Quartzo,QUARTZO,5.806145462,,,,5.0,Avaliador-22,,Avaliador-17,,Avaliador-1,,Avaliador-5,,7.9,4.9,7.5,,4.2,,,,,6.3,5.0,,-2,,,,2024,,,Aluno-262,06/07/2007,17,Quartzo,Quartzo,"4,786",7.0,"1,0","4,5",7,Fase 6 (2° EM),,"4,406458333",Avaliador-26,,Colégio Nogueira e Sonho de Criança,Cursando,Cursando,QUARTZO,1
RA-1579,4,4F,,,,Feminino,2022,Pública,,,AMETISTA,7.894385711,,,,5.0,Avaliador-22,,Avaliador-17,,Avaliador-1,,Avaliador-5,,8.8,9.1,5.6,,7.2,,,,,9.3,5.0,,-2,,,,2024,,,Aluno-1579,21/02/2008,16,,,,8.5,"7,5","6,0",8,Fase 6 (2° EM),,,Avaliador-26,,EE Joaquim Mendes Feliz,Cursando,Cursando,AMETISTA,0
RA-1580,4,4F,,,,Masculino,2024,Pública,,,AMETISTA,7.790523996,,,,5.0,Avaliador-22,,Avaliador-17,,Avaliador-1,,Avaliador-5,,8.8,9.0,7.5,,6.2,,,,,9.2,5.0,,-1,,,,2024,,,Aluno-1580,18/07/2008,16,,,,7.9,"5,0","7,5",6,Fase 5 (1° EM),,,Avaliador-26,,EE Paschoal Carlos Magno,Cursando,Cursando,AMETISTA,0
RA-377,4,4F,,,,Feminino,2021,Pública,,Quartzo,AMETISTA,7.480115873,,,,5.0,Avaliador-22,,Avaliador-17,,Avaliador-1,,Avaliador-5,,9.2,7.7,7.5,,5.2,,,,,7.6,10.0,,0,,,,2024,,,Aluno-377,25/02/2010,14,Ágata,Ametista,"6,743",7.1,"4,0","6,5",5,Fase 4 (9° ano),,"7,205041667",Avaliador-26,,EE João Ortiz Rodrigues,Cursando,Cursando,AMETISTA,0
RA-250,4,4H,,,,Feminino,2022,Privada - Programa de Apadrinhamento,,,TOPAZIO,9.049892593,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-17,,,,9.2,9.6,6.9,,9.2,,,,,9.0,10.0,,0,,,,2024,,,Aluno-250,30/05/2010,14,Ametista,Ametista,"7,958",9.0,"10,0","7,5",10,Fase 4 (9° ano),,"7,598208333",,,Colégio Arco Íris Evolução,Cursando,Cursando,TOPAZIO,0
RA-1581,4,4H,,,,Masculino,2024,Pública,,,AGATA,6.978702286,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-17,,,,8.3,7.8,6.3,,6.3,,,,,7.4,5.0,,-1,,,,2024,,,Aluno-1581,17/09/2008,16,,,,7.1,"7,0","4,5","7,5",Fase 5 (1° EM),,,,,EE Olivia de Faria Nogueira,Cursando,Cursando,AGATA,0
RA-1582,4,4H,,,,Masculino,2024,Pública,,,AGATA,6.472788889,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-17,,,,8.3,8.1,6.3,,4.5,,,,,6.7,5.0,,-1,,,,2024,,,Aluno-1582,07/04/2009,15,,,,6.7,"7,0","2,0","4,5",Fase 5 (1° EM),,,,,EE Paschoal Carlos Magno,Cursando,Cursando,AGATA,0
RA-1583,4,4H,,,,Feminino,2024,Pública,,,AMETISTA,7.819757971,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-17,,,,7.9,7.8,6.3,,8.2,,,,,9.0,5.0,,-1,,,,2024,,,Aluno-1583,02/02/2009,15,,,,9.2,"8,0","6,5",10,Fase 5 (1° EM),,,,,EE Mario Francisco de Amorim,Cursando,Cursando,AMETISTA,0
RA-450,4,4L,,,,Masculino,2021,Pública,,Ágata,AMETISTA,7.526188207,,,,4.0,Avaliador-23,,Avaliador-20,,Avaliador-22,,Avaliador-26,,8.8,9.0,5.6,,7.5,,,,,7.6,5.0,,-1,,,,2024,,,Aluno-450,14/03/2009,15,Ametista,Agata,"7,843",7.8,"8,0","8,5",6,Fase 5 (1° EM),,"6,819625",,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,AMETISTA,0
RA-426,4,4L,,,,Feminino,2022,Pública,,,AGATA,6.643003019,,,,4.0,Avaliador-23,,Avaliador-20,,Avaliador-22,,Avaliador-26,,7.9,7.9,4.4,,4.8,,,,,8.0,5.0,,-1,,,,2024,,,Aluno-426,09/12/2008,15,Ágata,Agata,"6,350",7.7,"3,5","7,0",4,Fase 5 (1° EM),,"6,329158333",,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,AGATA,0
RA-1584,4,4L,,,,Feminino,2024,Pública,,,AMETISTA,7.429837831,,,,4.0,Avaliador-23,,Avaliador-20,,Avaliador-22,,Avaliador-26,,8.3,9.2,7.5,,5.5,,,,,8.2,5.0,,-1,,,,2024,,,Aluno-1584,22/04/2009,15,,,,7.8,"6,0","5,5",5,Fase 5 (1° EM),,,,,Estuda em outra cidade,Cursando,Cursando,AMETISTA,0
RA-313,4,4L,,,,Feminino,2022,Pública,,,AMETISTA,7.25285,,,,4.0,Avaliador-23,,Avaliador-20,,Avaliador-22,,Avaliador-26,,8.8,9.7,5.6,,4.8,,,,,8.2,5.0,,-1,,,,2024,,,Aluno-313,18/11/2008,15,Quartzo,Ametista,"5,800",7.8,"1,0","8,0","5,5",Fase 5 (1° EM),,"7,011091667",,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,AMETISTA,0
RA-467,4,4L,,,,Feminino,2022,Pública,,,AMETISTA,7.729811842,,,,4.0,Avaliador-23,,Avaliador-20,,Avaliador-22,,Avaliador-26,,7.9,9.1,5.0,,6.8,,,,,7.5,10.0,,0,,,,2024,,,Aluno-467,09/06/2009,15,Ágata,Agata,"6,380",7.3,"5,5","9,0",6,Fase 4 (9° ano),,"6,552916667",,,EE Maria André Schunck Dona,Cursando,Cursando,AMETISTA,0
RA-1585,4,4L,,,,Feminino,2024,Pública,,,AGATA,6.730367017,,,,4.0,Avaliador-23,,Avaliador-20,,Avaliador-22,,Avaliador-26,,10.0,6.8,7.5,,4.0,,,,,7.8,5.0,,-1,,,,2024,,,Aluno-1585,23/03/2009,15,,,,7.7,"5,0","3,0",4,Fase 5 (1° EM),,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,AGATA,0
RA-432,4,4L,,,,Feminino,2021,Pública,Quartzo,Quartzo,AMETISTA,7.167975,,,,4.0,Avaliador-23,,Avaliador-20,,Avaliador-22,,Avaliador-26,,7.5,10.0,6.3,,5.5,,,,,7.3,5.0,,-1,,,,2024,,,Aluno-432,08/07/2008,16,Ágata,Agata,"6,340",7.3,"5,0","6,0","5,5",Fase 5 (1° EM),,"6,850183333",,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,AMETISTA,0
RA-1586,4,4L,,,,Feminino,2024,Pública,,,AGATA,6.555764327,,,,4.0,Avaliador-23,,Avaliador-20,,Avaliador-22,,Avaliador-26,,10.0,6.1,5.0,,5.7,,,,,7.5,5.0,,-1,,,,2024,,,Aluno-1586,25/02/2009,15,,,,6.9,"3,5","5,5",8,Fase 5 (1° EM),,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,AGATA,0
RA-470,4,4L,,,,Feminino,2021,Pública,Ametista,Ametista,AGATA,6.981130848,,,,4.0,Avaliador-23,,Avaliador-20,,Avaliador-22,,Avaliador-26,,9.6,8.0,7.5,,3.3,,,,,6.5,10.0,,0,,,,2024,,,Aluno-470,19/08/2009,15,Ametista,Agata,"7,378",7.0,"3,5","4,0","2,5",Fase 4 (9° ano),,"6,993766667",,,EE Maria André Schunck Dona,Cursando,Cursando,AGATA,0
RA-417,4,4L,,,,Feminino,2022,Pública,,,TOPAZIO,8.533628558,,,,4.0,Avaliador-23,,Avaliador-20,,Avaliador-22,,Avaliador-26,,8.3,8.4,7.5,,8.8,,,,,8.3,10.0,,0,,,,2024,,,Aluno-417,04/12/2009,14,Topázio,Topázio,"8,428",8.4,"9,0","10,0","7,5",Fase 4 (9° ano),,"8,257658333",,,EE Neide Celestina de Oliveira Profa,Cursando,Cursando,TOPAZIO,0
RA-407,4,4L,,,,Masculino,2022,Pública,,,AMETISTA,7.087512817,,,,4.0,Avaliador-23,,Avaliador-20,,Avaliador-22,,Avaliador-26,,8.3,7.6,6.3,,3.7,,,,,7.9,10.0,,0,,,,2024,,,Aluno-407,16/07/2009,15,Ametista,Ametista,"7,195",8.0,"2,0","5,0",4,Fase 4 (9° ano),,"7,665083333",,,EE Maria André Schunck Dona,Cursando,Cursando,AMETISTA,0
RA-1587,4,4L,,,,Feminino,2024,Pública,,,AMETISTA,7.34055,,,,4.0,Avaliador-23,,Avaliador-20,,Avaliador-22,,Avaliador-26,,9.2,10.0,7.5,,3.8,,,,,8.2,5.0,,-2,,,,2024,,,Aluno-1587,10/01/2008,16,,,,7.8,"7,5","0,0",,Fase 6 (2° EM),,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,AMETISTA,0
RA-1588,4,4L,,,,Feminino,2024,Pública,,,AMETISTA,7.303823728,,,,4.0,Avaliador-23,,Avaliador-20,,Avaliador-22,,Avaliador-26,,7.9,8.6,7.5,,4.0,,,,,7.4,10.0,,0,,,,2024,,,Aluno-1588,02/06/2010,14,,,,7.5,"3,5","4,5",,Fase 4 (9° ano),,,,,EE Maria André Schunck Dona,Cursando,Cursando,AMETISTA,0
RA-424,4,4L,,,,Feminino,2022,Pública,,,AMETISTA,7.341187281,,,,4.0,Avaliador-23,,Avaliador-20,,Avaliador-22,,Avaliador-26,,8.3,9.6,7.5,,3.3,,,,,7.2,10.0,,0,,,,2024,,,Aluno-424,09/05/2010,14,Ametista,Ametista,"7,940",7.3,"2,0","6,0",2,Fase 4 (9° ano),,"7,72685",,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,AMETISTA,0
RA-1193,4,4L,,,,Feminino,2023,Pública,,,AGATA,6.630481579,,,,4.0,Avaliador-23,,Avaliador-20,,Avaliador-22,,Avaliador-26,,8.8,7.8,5.6,,4.0,,,,,7.8,5.0,,-1,,,,2024,,,Aluno-1193,03/01/2009,15,,Agata,,7.8,"3,0","6,0",3,Fase 5 (1° EM),,"6,018083333",,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,AGATA,0
RA-411,4,4M,,,,Feminino,2021,Privada,Ametista,Ametista,AMETISTA,7.279762963,,,,4.0,Avaliador-21,,Avaliador-20,,Avaliador-1,,Avaliador-26,,7.1,9.1,5.6,,4.8,,,,,7.4,10.0,,0,,,,2024,,,Aluno-411,13/05/2010,14,Ametista,Ametista,"7,232",7.3,"3,5","7,0",4,Fase 4 (9° ano),,"7,779983333",,,Rede Decisão - Unidade União,Cursando,Cursando,AMETISTA,0
RA-412,4,4M,,,,Feminino,2021,Pública,Ágata,Ágata,TOPAZIO,8.04437807,,,,4.0,Avaliador-21,,Avaliador-20,,Avaliador-1,,Avaliador-26,,8.3,8.5,6.3,,7.3,,,,,8.1,10.0,,0,,,,2024,,,Aluno-412,26/04/2010,14,Ametista,Ametista,"7,556",8.0,"8,0","6,0",8,Fase 4 (9° ano),,"7,373891667",,,EE Maria André Schunck Dona,Cursando,Cursando,TOPAZIO,0
RA-428,4,4M,,,,Masculino,2022,Pública,,,AMETISTA,7.534949123,,,,4.0,Avaliador-21,,Avaliador-20,,Avaliador-1,,Avaliador-26,,9.2,8.9,5.6,,5.0,,,,,7.6,10.0,,0,,,,2024,,,Aluno-428,07/12/2009,14,Ametista,Ametista,"7,683",7.5,"3,0","4,0",8,Fase 4 (9° ano),,"7,821816667",,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,AMETISTA,0
RA-315,4,4M,,,,Feminino,2022,Pública,,,AGATA,6.07687037,,,,4.0,Avaliador-21,,Avaliador-20,,Avaliador-1,,Avaliador-26,,0.0,5.9,7.5,,6.8,,,,,7.6,5.0,,-1,,,,2024,,,Aluno-315,03/04/2009,15,Quartzo,Quartzo,"5,672",7.5,"6,5","6,5","7,5",Fase 5 (1° EM),,"5,977708333",,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,AGATA,0
RA-442,4,4M,,,,Feminino,2022,Pública,,,AGATA,6.905439216,,,,4.0,Avaliador-21,,Avaliador-20,,Avaliador-1,,Avaliador-26,,8.3,5.9,5.6,,5.0,,,,,7.9,10.0,,1,,,,2024,,,Aluno-442,02/01/2011,13,Topázio,Agata,"8,226",7.5,"4,5","7,0","3,5",Fase 3 (7° e 8° ano),,"6,814166667",,,EE Maria André Schunck Dona,Cursando,Cursando,AGATA,1
RA-301,4,4M,,,,Feminino,2021,Pública,Ametista,Ametista,TOPAZIO,8.410830702,,,,4.0,Avaliador-21,,Avaliador-20,,Avaliador-1,,Avaliador-26,,9.2,7.5,7.5,,9.0,,,,,8.2,10.0,,0,,,,2024,,,Aluno-301,11/07/2009,15,Ágata,Agata,"6,802",8.0,"10,0","9,0",8,Fase 4 (9° ano),,"6,760341667",,,EE Maria André Schunck Dona,Cursando,Cursando,TOPAZIO,0
RA-1163,4,4M,,,,Masculino,2023,Pública,,,TOPAZIO,8.679478947,,,,4.0,Avaliador-21,,Avaliador-20,,Avaliador-1,,Avaliador-26,,8.3,9.8,7.5,,7.8,,,,,8.8,10.0,,0,,,,2024,,,Aluno-1163,24/07/2009,15,,Ametista,,8.1,"9,5","6,5","7,5",Fase 4 (9° ano),,"7,749391667",,,EE Maria André Schunck Dona,Cursando,Cursando,TOPAZIO,0
RA-402,4,4M,,,,Feminino,2021,Pública,Ágata,Ágata,QUARTZO,5.683064815,,,,4.0,Avaliador-21,,Avaliador-20,,Avaliador-1,,Avaliador-26,,7.5,3.1,6.3,,4.2,,,,,6.1,10.0,,0,,,,2024,,,Aluno-402,30/01/2010,14,Quartzo,Agata,"5,261",6.4,"3,0","3,5",6,Fase 4 (9° ano),,"6,632716667",,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,QUARTZO,1
RA-1589,4,4M,,,,Feminino,2024,Pública,,,QUARTZO,5.260851852,,,,4.0,Avaliador-21,,Avaliador-20,,Avaliador-1,,Avaliador-26,,0.0,6.3,7.5,,2.5,,,,,7.5,5.0,,-1,,,,2024,,,Aluno-1589,07/03/2009,15,,,,7.5,"3,0","2,0",,Fase 5 (1° EM),,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,QUARTZO,1
RA-1162,4,4M,,,,Feminino,2023,Pública,,,AMETISTA,7.473167836,,,,4.0,Avaliador-21,,Avaliador-20,,Avaliador-1,,Avaliador-26,,7.9,9.1,6.3,,5.7,,,,,7.0,10.0,,0,,,,2024,,,Aluno-1162,27/11/2009,14,,Ametista,,6.9,"4,0","7,5","5,5",Fase 4 (9° ano),,"7,44215",,,EE Maria André Schunck Dona,Cursando,Cursando,AMETISTA,0
RA-471,4,4M,,,,Feminino,2021,Pública,Ágata,Ágata,AGATA,6.635847118,,,,4.0,Avaliador-21,,Avaliador-20,,Avaliador-1,,Avaliador-26,,0.0,7.0,7.5,,5.5,,,,,8.0,10.0,,0,,,,2024,,,Aluno-471,07/12/2009,14,Ágata,Agata,"6,535",7.7,"4,0","5,5",7,Fase 4 (9° ano),,"6,855541667",,,EE Maria André Schunck Dona,Cursando,Cursando,AGATA,0
RA-416,4,4M,,,,Masculino,2021,Privada - Programa de Apadrinhamento,Ametista,Ametista,TOPAZIO,8.700808577,,,,4.0,Avaliador-21,,Avaliador-20,,Avaliador-1,,Avaliador-26,,8.8,9.0,7.5,,8.0,,,,,9.1,10.0,,1,,,,2024,,,Aluno-416,31/08/2010,14,Ametista,Topázio,"7,913",8.5,"8,0","7,5","8,5",Fase 3 (7° e 8° ano),,"8,144425",,,Colégio Arco Íris Evolução,Cursando,Cursando,TOPAZIO,1
RA-303,4,4M,,,,Masculino,2021,Pública,Ametista,Ágata,AGATA,6.24434269,,,,4.0,Avaliador-21,,Avaliador-20,,Avaliador-1,,Avaliador-26,,8.8,4.0,7.5,,5.7,,,,,7.5,5.0,,-2,,,,2024,,,Aluno-303,29/03/2008,16,Ágata,Quartzo,"6,030",6.9,"5,0","5,0",7,Fase 6 (2° EM),,"5,914291667",,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,AGATA,0
RA-418,4,4M,,,,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,Topázio,TOPAZIO,9.125183333,,,,4.0,Avaliador-21,,Avaliador-20,,Avaliador-1,,Avaliador-26,,8.8,10.0,7.5,,9.3,,,,,9.0,10.0,,1,,,,2024,,,Aluno-418,09/03/2012,12,Topázio,Topázio,"8,175",8.2,"9,5","8,5",10,Fase 3 (7° e 8° ano),,"8,1686",,,Colégio Arco Íris Evolução,Cursando,Cursando,TOPAZIO,1
RA-419,4,4M,,,,Feminino,2021,Privada - Programa de Apadrinhamento,Ametista,Ametista,TOPAZIO,8.355707895,,,,4.0,Avaliador-21,,Avaliador-20,,Avaliador-1,,Avaliador-26,,7.1,9.4,6.3,,8.2,,,,,8.5,10.0,,1,,,,2024,,,Aluno-419,04/10/2010,14,Ametista,Ametista,"7,359",8.0,"6,5","8,0",10,Fase 3 (7° e 8° ano),,"7,7261",,,Colégio Arco Íris Evolução,Cursando,Cursando,TOPAZIO,1
RA-420,4,4M,,,,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,Ametista,AMETISTA,7.544228947,,,,4.0,Avaliador-21,,Avaliador-20,,Avaliador-1,,Avaliador-26,,8.3,9.6,6.3,,4.0,,,,,8.0,10.0,,1,,,,2024,,,Aluno-420,03/04/2011,13,Ametista,Ametista,"7,461",7.8,"3,0","4,5","4,5",Fase 3 (7° e 8° ano),,"7,356358333",,,Colégio Arco Íris Evolução,Cursando,Cursando,AMETISTA,1
RA-1166,4,4M,,,,Feminino,2023,Pública,,,AMETISTA,7.452799123,,,,4.0,Avaliador-21,,Avaliador-20,,Avaliador-1,,Avaliador-26,,8.3,8.5,6.3,,6.3,,,,,8.6,5.0,,-1,,,,2024,,,Aluno-1166,23/10/2008,16,,Ametista,,8.0,"5,0","7,0",7,Fase 5 (1° EM),,"7,307858333",,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,AMETISTA,0
RA-425,4,4M,,,,Masculino,2022,Pública,,,TOPAZIO,9.016616667,,,,4.0,Avaliador-21,,Avaliador-20,,Avaliador-1,,Avaliador-26,,10.0,10.0,6.3,,9.0,,,,,8.8,10.0,,0,,,,2024,,,Aluno-425,21/01/2010,14,Topázio,Topázio,"8,117",8.2,"10,0","7,5","9,5",Fase 4 (9° ano),,"8,10555",,,EE Maria André Schunck Dona,Cursando,Cursando,TOPAZIO,0
RA-1590,4,4N,,,,Feminino,2024,Pública,,,TOPAZIO,8.190787509,,,,5.0,Avaliador-21,,Avaliador-5,,Avaliador-17,,Avaliador-23,,7.9,8.3,7.5,,8.7,,,,,8.8,5.0,,-1,,,,2024,,,Aluno-1590,28/02/2009,15,,,,10.0,"8,5","8,0","9,5",Fase 5 (1° EM),,,Avaliador-5,,EE Maria André Schunck Dona,Cursando,Cursando,TOPAZIO,0
RA-1591,4,4N,,,,Feminino,2024,Pública,,,AGATA,6.170795286,,,,5.0,Avaliador-21,,Avaliador-5,,Avaliador-17,,Avaliador-23,,7.1,6.4,7.5,,3.5,,,,,7.1,5.0,,-2,,,,2024,,,Aluno-1591,12/11/2007,16,,,,8.1,"3,0","4,5",3,Fase 6 (2° EM),,,Avaliador-5,,EE Maria André Schunck Dona,Cursando,Cursando,AGATA,0
RA-273,4,4N,,,,Feminino,2021,Pública,Ametista,Ametista,AGATA,6.59913078,,,,5.0,Avaliador-21,,Avaliador-5,,Avaliador-17,,Avaliador-23,,9.2,7.3,6.3,,4.5,,,,,6.9,5.0,,-1,,,,2024,,,Aluno-273,27/10/2008,16,Quartzo,Agata,"5,679",8.1,"3,0","6,5",4,Fase 5 (1° EM),,"6,337116667",Avaliador-5,,EE Maria André Schunck Dona,Cursando,Cursando,AGATA,0
RA-1592,4,4N,,,,Feminino,2024,Pública,,,AGATA,6.81254548,,,,5.0,Avaliador-21,,Avaliador-5,,Avaliador-17,,Avaliador-23,,7.9,6.9,7.5,,5.5,,,,,7.4,5.0,,-1,,,,2024,,,Aluno-1592,04/06/2009,15,,,,8.1,"4,0","7,5",5,Fase 5 (1° EM),,,Avaliador-5,,EE Maria André Schunck Dona,Cursando,Cursando,AGATA,0
RA-457,4,4N,,,,Feminino,2022,Pública,,,TOPAZIO,8.589275604,,,,5.0,Avaliador-21,,Avaliador-5,,Avaliador-17,,Avaliador-23,,8.3,8.7,7.5,,8.7,,,,,7.8,10.0,,1,,,,2024,,,Aluno-457,23/07/2010,14,Ametista,Topázio,"7,680",9.7,"8,0","8,0",10,Fase 3 (7° e 8° ano),,"8,256833333",Avaliador-5,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,TOPAZIO,1
RA-305,4,4N,,,,Masculino,2021,Pública,Ametista,Ágata,AGATA,6.693026812,,,,5.0,Avaliador-21,,Avaliador-5,,Avaliador-17,,Avaliador-23,,8.3,7.9,6.3,,4.8,,,,,7.0,5.0,,-1,,,,2024,,,Aluno-305,19/10/2008,16,Ágata,Agata,"6,058",7.8,"3,0","3,0","8,5",Fase 5 (1° EM),,"6,394291667",Avaliador-5,,EE Maria André Schunck Dona,Cursando,Cursando,AGATA,0
RA-421,4,4N,,,,Masculino,2021,Pública,,Topázio,TOPAZIO,8.488232329,,,,5.0,Avaliador-21,,Avaliador-5,,Avaliador-17,,Avaliador-23,,8.8,9.5,7.5,,6.7,,,,,8.6,10.0,,1,,,,2024,,,Aluno-421,11/02/2011,13,Topázio,Topázio,"8,717",9.1,"5,0","6,0",9,Fase 3 (7° e 8° ano),,"8,030716667",Avaliador-5,,Estuda em outra cidade,Cursando,Cursando,TOPAZIO,1
RA-1169,4,4N,,,,Feminino,2023,Pública,,,AGATA,6.885305556,,,,5.0,Avaliador-21,,Avaliador-5,,Avaliador-17,,Avaliador-23,,6.3,8.4,5.6,,6.8,,,,,6.8,5.0,,-1,,,,2024,,,Aluno-1169,05/01/2009,15,,Ametista,,7.8,"6,0","6,5",8,Fase 5 (1° EM),,"7,213625",Avaliador-5,,EE Maria André Schunck Dona,Cursando,Cursando,AGATA,0
RA-1593,4,4N,,,,Masculino,2024,Pública,,,AGATA,6.638525017,,,,5.0,Avaliador-21,,Avaliador-5,,Avaliador-17,,Avaliador-23,,6.2,4.9,6.3,,6.5,,,,,8.5,5.0,,-1,,,,2024,,,Aluno-1593,15/11/2008,15,,,,9.1,"9,0","6,5",4,Fase 5 (1° EM),,,Avaliador-5,,EE Maria André Schunck Dona,Cursando,Cursando,AGATA,0
RA-1594,4,4N,,,,Masculino,2024,Pública,,,QUARTZO,5.731267288,,,,5.0,Avaliador-21,,Avaliador-5,,Avaliador-17,,Avaliador-23,,9.6,6.1,6.3,,3.0,,,,,6.0,5.0,,-2,,,,2024,,,Aluno-1594,28/02/2008,16,,,,6.3,"1,0","4,0",4,Fase 6 (2° EM),,,Avaliador-5,,EE Maria André Schunck Dona,Cursando,Cursando,QUARTZO,1
