RA,ANO,Fase,INDE,IAA,IEG,IPS,IDA,IPP,IPV,IAN,Defas,Atingiu_PV,EM_RISCO
RA-251,2023,4,6.665208333,9.6,8.0,2.52,5.3,7.34375,7.835,5.0,-1,,0
RA-116,2023,5,6.433075,6.7,7.6,5.0,4.7,7.96875,7.5475,5.0,-2,,0
RA-103,2023,5,8.0239,8.3,9.2,5.0,7.1,8.125,8.09,10.0,1,,1
RA-42,2023,5,6.794516667,8.8,8.6,5.63,5.7,6.5625,6.6675,5.0,-1,,0
RA-121,2023,5,6.811875,6.3,8.8,5.0,6.0,7.34375,7.4625,5.0,-1,,0
RA-106,2023,5,7.769658333,7.9,9.1,5.0,7.3,7.03125,7.5075,10.0,0,,0
RA-123,2023,5,6.068333333,0.0,9.4,5.0,5.7,6.875,6.8375,5.0,-2,,0
RA-46,2023,5,5.545383333,7.1,7.4,2.52,4.4,6.5625,6.6275,2.5,-3,,1
RA-125,2023,5,6.989633333,9.2,7.7,5.0,5.8,8.125,7.835,5.0,-1,,0
RA-110,2023,5,8.0879,8.3,8.6,5.0,7.5,8.75,8.2975,10.0,0,,0
RA-128,2023,5,6.503908333,6.7,7.3,5.0,5.7,7.34375,7.5475,5.0,-1,,0
RA-143,2023,5,7.794358333,8.3,9.6,2.52,6.5,8.28125,8.3375,10.0,1,,1
RA-111,2023,5,7.566458333,7.5,8.7,5.0,6.0,7.65625,8.0875,10.0,1,,1
RA-112,2023,5,7.141308333,6.7,8.1,5.0,7.4,7.96875,7.9225,5.0,-1,,0
RA-115,2023,5,6.319141667,8.8,7.1,5.0,4.2,7.34375,7.215,5.0,-1,,0
RA-1196,2023,5,7.03025,0.0,8.2,5.0,7.5,7.8125,8.045,10.0,0,,0
RA-52,2023,5,7.9642,10.0,9.8,2.52,6.4,8.125,8.2975,10.0,1,,1
RA-1197,2023,5,6.946058333,6.7,8.4,5.0,7.3,7.03125,7.215,5.0,-1,,0
RA-108,2023,5,4.9308,5.8,7.3,2.52,2.9,4.375,5.59,5.0,-2,,1
RA-1198,2023,5,7.515233333,8.3,9.4,6.26,6.7,7.5,7.9625,5.0,-1,,0
RA-127,2023,5,7.91935,8.8,7.8,6.26,6.4,8.4375,8.6725,10.0,0,,0
RA-114,2023,5,5.335,0.0,6.0,3.14,5.6,7.5,7.255,5.0,-2,,1
RA-146,2023,5,7.584483333,6.2,9.5,5.0,7.9,8.4375,8.2125,5.0,-1,,0
RA-1199,2023,5,7.024933333,6.7,9.1,5.0,6.2,6.875,8.0875,5.0,-2,,0
RA-70,2023,5,6.869133333,9.2,9.2,5.0,4.3,7.5,7.545,5.0,-2,,0
RA-107,2023,5,6.845208333,0.0,8.5,5.0,7.0,7.34375,7.5875,10.0,0,,0
RA-1200,2023,5,5.711166667,0.0,6.4,5.0,4.0,7.5,6.8725,10.0,0,,1
RA-151,2023,5,6.892541667,0.0,7.8,7.52,7.9,8.59375,8.1725,5.0,-2,,0
RA-85,2023,5,7.08435,8.8,8.9,6.27,5.7,5.9375,7.8425,5.0,-1,,0
RA-1201,2023,5,8.378008333,9.2,9.6,3.77,7.8,8.59375,8.7575,10.0,0,,0
RA-131,2023,5,5.952358333,8.3,7.8,5.0,2.2,7.65625,6.8,5.0,-1,,1
RA-132,2023,5,7.350625,7.5,8.7,2.52,6.5,7.65625,7.715,10.0,0,,0
RA-133,2023,5,6.168416667,7.5,7.9,2.52,5.3,7.1875,6.505,5.0,-1,,0
RA-104,2023,5,4.25,0.0,7.7,2.52,2.6,5.625,5.6275,2.5,-3,,1
RA-137,2023,5,5.937025,7.1,6.3,2.52,6.0,6.40625,6.88,5.0,-2,,1
RA-144,2023,5,4.990333333,0.0,5.2,2.52,4.4,6.25,6.0,10.0,1,,1
RA-1202,2023,5,6.202008333,7.1,7.6,7.52,3.3,7.34375,6.67,5.0,-1,,0
RA-90,2023,5,8.699408333,10.0,9.6,7.52,7.7,8.59375,8.1725,10.0,1,,1
RA-167,2023,5,7.806141667,8.8,9.9,5.0,7.9,7.96875,7.8375,5.0,-2,,0
RA-168,2023,5,6.483083333,0.0,9.6,6.89,4.7,6.5625,6.4225,10.0,0,,0
RA-1203,2023,5,7.487841667,9.2,10.0,2.52,7.2,7.96875,7.8775,5.0,-1,,0
RA-155,2023,5,6.318991667,7.9,8.1,5.0,4.4,7.03125,6.5875,5.0,-2,,0
RA-94,2023,5,7.289333333,7.5,9.6,2.52,7.2,8.75,7.795,5.0,-1,,0
RA-81,2023,5,7.45425,9.6,8.8,2.52,6.3,7.8125,7.2125,10.0,0,,0
RA-302,2023,5,5.314333333,0.0,7.3,5.0,4.3,7.5,6.255,5.0,-2,,1
RA-171,2023,5,6.293083333,7.5,7.2,5.0,5.2,7.1875,6.755,5.0,-2,,0
RA-160,2023,5,6.598266667,8.8,8.3,2.52,5.0,8.125,7.46,5.0,-1,,0
RA-1204,2023,5,6.940416667,7.5,8.7,5.0,6.1,7.8125,7.2125,5.0,-1,,0
RA-1205,2023,5,6.806466667,9.2,9.2,6.26,5.0,7.5,7.085,2.5,-3,,0
RA-173,2023,5,7.757466667,9.2,8.5,6.26,8.1,8.125,7.8775,5.0,-2,,0
RA-166,2023,5,8.105583333,7.5,8.9,6.26,8.1,8.4375,7.4625,10.0,0,,0
RA-175,2023,5,6.569516667,8.8,9.2,2.52,4.8,7.1875,7.085,5.0,-1,,0
RA-153,2023,5,7.289966667,9.2,7.4,2.52,6.4,8.125,7.71,10.0,0,,0
RA-1206,2023,5,6.724183333,8.8,8.3,2.52,5.6,7.8125,7.7125,5.0,-2,,0
RA-157,2023,5,7.879008333,7.1,9.9,2.52,6.8,8.59375,8.63,10.0,2,,1
RA-1207,2023,5,7.58235,8.8,9.0,5.0,5.5,7.8125,7.63,10.0,0,,0
RA-1208,2023,5,7.0651,8.8,8.8,2.52,6.2,6.875,6.2525,10.0,0,,0
RA-1209,2023,5,7.43375,7.5,9.4,5.0,7.4,7.8125,7.7125,5.0,-1,,0
RA-158,2023,5,7.297425,7.1,9.0,2.52,6.0,8.28125,7.545,10.0,1,,1
RA-161,2023,5,6.250166667,0.0,7.3,2.52,5.8,8.125,7.795,10.0,1,,1
RA-164,2023,5,5.638666667,0.0,8.2,2.52,5.8,6.875,6.9625,5.0,-1,,1
RA-1210,2023,5,7.171083333,9.6,9.4,5.0,4.7,7.8125,8.09,5.0,-1,,0
RA-165,2023,5,7.583433333,6.7,9.2,2.52,7.3,8.125,7.795,10.0,0,,0
RA-1211,2023,5,7.09205,7.1,9.1,5.0,6.2,7.8125,7.7125,5.0,-1,,0
RA-1212,2023,5,6.755358333,8.3,8.9,5.0,4.2,7.65625,7.715,5.0,-1,,0
RA-1213,2023,5,5.95625,0.0,8.4,2.52,6.0,7.8125,7.715,5.0,-2,,1
RA-40,2023,6,7.169975,7.5,8.2,7.52,5.9,7.96875,7.755,5.0,-1,,0
RA-1214,2023,6,8.378666667,9.6,9.8,6.89,7.4,7.5,7.6725,10.0,0,,0
RA-71,2023,6,7.3651,6.7,9.8,6.26,6.6,7.5,7.7125,5.0,-2,,0
RA-53,2023,6,7.600633333,9.2,9.1,5.63,7.7,7.5,7.5875,5.0,-2,,0
RA-43,2023,6,6.4622,7.9,6.7,5.63,5.0,7.5,7.5875,5.0,-1,,0
RA-55,2023,6,6.898033333,7.9,8.1,3.14,7.1,7.5,7.545,5.0,-1,,0
RA-44,2023,6,6.258333333,0.0,8.5,5.01,6.9,7.5,7.17,5.0,-2,,0
RA-1215,2023,6,6.339466667,7.1,5.6,5.0,4.1,7.5,7.1725,10.0,0,,0
RA-45,2023,6,8.303591667,7.1,9.6,6.26,7.9,8.28125,8.1725,10.0,0,,0
RA-56,2023,6,8.284333333,9.6,9.5,5.0,7.8,8.125,7.8,10.0,0,,0
RA-57,2023,6,6.450875,0.0,8.0,5.63,7.2,7.96875,7.755,5.0,-1,,0
RA-58,2023,6,7.70625,0.0,9.7,6.26,8.1,8.4375,8.3825,10.0,0,,0
RA-59,2023,6,7.692291667,7.5,9.6,5.63,7.2,8.28125,8.4225,5.0,-2,,0
RA-1216,2023,6,7.7105,9.6,9.0,5.63,7.9,7.5,7.795,5.0,-2,,0
RA-78,2023,6,6.434625,0.0,7.7,6.26,6.7,8.28125,8.0025,5.0,-2,,0
RA-79,2023,6,6.635883333,5.8,6.2,5.0,7.6,7.8125,7.59,5.0,-1,,0
RA-61,2023,6,7.382108333,8.3,7.0,6.26,6.2,7.96875,7.4625,10.0,0,,0
RA-63,2023,6,8.0641,6.7,9.0,6.89,8.7,8.75,8.9675,5.0,-1,,0
RA-64,2023,6,7.452541667,7.5,9.2,6.89,6.7,7.34375,7.9625,5.0,-1,,0
RA-48,2023,6,7.797058333,6.7,8.4,6.26,7.7,7.65625,7.6275,10.0,0,,0
RA-109,2023,6,8.3184,8.3,9.9,7.52,8.3,8.75,8.59,5.0,-1,,0
RA-80,2023,6,7.252275,8.3,8.4,6.89,6.3,7.96875,7.465,5.0,-1,,0
RA-91,2023,6,7.42395,10.0,7.4,6.89,7.4,7.8125,7.4675,5.0,-1,,0
RA-1217,2023,6,6.064625,0.0,7.9,5.63,5.9,7.65625,7.38,5.0,-1,,0
RA-92,2023,6,7.375916667,9.6,9.4,5.63,6.7,7.1875,7.045,5.0,-1,,0
RA-96,2023,6,7.610791667,9.6,8.9,7.52,6.4,7.65625,7.84,5.0,-1,,0
RA-1218,2023,6,6.8265,7.5,9.2,5.0,5.3,7.5,7.1325,5.0,-1,,0
RA-1219,2023,6,7.215141667,8.8,6.5,5.63,6.3,7.34375,7.38,10.0,0,,0
RA-1220,2023,6,6.46725,0.0,9.0,5.0,6.8,7.8125,7.63,5.0,-1,,0
RA-84,2023,6,6.034416667,0.0,8.8,2.52,6.0,7.8125,7.6725,5.0,-2,,0
RA-99,2023,6,6.68045,7.9,8.3,5.63,4.5,7.8125,7.4225,5.0,-1,,0
RA-87,2023,6,8.6625,7.5,10.0,5.63,9.3,8.125,8.385,10.0,0,,0
RA-89,2023,6,6.700775,8.3,8.1,5.0,5.1,7.34375,7.465,5.0,-1,,0
RA-1221,2023,7,8.027466667,9.2,9.1,6.26,8.7,8.0,8.09,5.0,-1,,0
RA-27,2023,7,7.921266667,6.7,7.7,6.89,6.9,8.625,8.8825,10.0,0,,0
RA-1222,2023,7,7.026466667,7.1,10.0,5.63,6.8,6.875,6.005,5.0,-1,,0
RA-32,2023,7,6.716666667,0.0,8.2,3.77,7.9,7.375,6.8775,10.0,0,,0
RA-19,2023,7,7.710866667,7.9,9.4,5.63,7.8,7.75,8.1725,5.0,-1,,0
RA-62,2023,7,7.610333333,0.0,9.8,6.89,7.5,8.25,8.215,10.0,0,,0
RA-1223,2023,7,8.187766667,8.8,9.3,5.0,9.0,6.875,7.2925,10.0,0,,0
RA-38,2023,7,8.835333333,9.6,9.7,7.52,7.7,8.75,8.8825,10.0,0,,0
RA-1224,2023,7,7.5524,8.3,9.4,5.0,8.0,7.125,7.6325,5.0,-1,,0
RA-39,2023,7,8.710333333,9.6,9.1,7.52,7.8,8.75,8.7575,10.0,0,,0
RA-1275,2024,0,7.611366667,10.0,8.7,6.3,8.0,5.6,5.4,10.0,0,,0
RA-1276,2024,0,8.002866667,10.0,9.3,3.8,8.0,7.5,7.1,10.0,0,,0
RA-1277,2024,0,7.9522,10.0,9.1,3.8,8.0,7.5,7.0,10.0,0,,0
RA-868,2024,0,7.156366667,8.0,9.8,3.8,7.0,6.9,7.2,5.0,-1,,0
RA-1278,2024,0,5.4442,9.0,4.2,3.8,7.5,5.0,4.2,5.0,-1,,1
RA-1279,2024,0,8.0822,10.0,10.0,6.3,8.3,7.5,7.8,5.0,-1,,0
RA-861,2024,0,8.9597,9.5,10.0,7.5,10.0,8.1,9.7,5.0,-1,,0
RA-862,2024,0,7.346677273,9.0,8.6,7.5,7.5,7.2,6.3,5.0,-2,,0
RA-1280,2024,0,8.152624243,10.0,9.5,6.3,8.5,7.5,8.3,5.0,-1,,0
RA-1281,2024,0,7.982890909,7.9,9.5,6.3,9.3,7.5,7.8,5.0,-1,,0
RA-895,2024,0,8.257957576,9.5,9.5,6.3,9.5,7.5,8.1,5.0,-1,,0
RA-884,2024,0,8.03450303,10.0,8.8,6.3,8.8,7.5,8.2,5.0,-1,,0
RA-1282,2024,0,7.876927273,9.5,8.1,6.3,9.3,7.5,7.9,5.0,-1,,0
RA-889,2024,0,8.191290909,8.5,9.3,6.3,9.8,7.5,8.3,5.0,-1,,0
RA-867,2024,0,7.583018182,9.0,7.4,7.5,8.5,7.5,7.5,5.0,-1,,0
RA-1283,2024,0,8.303353846,10.0,9.2,7.5,9.0,7.5,8.3,5.0,-2,,0
RA-891,2024,0,8.035957576,10.0,9.0,6.3,8.8,7.5,8.0,5.0,-1,,0
RA-1284,2024,0,8.380015217,9.0,9.3,2.5,10.0,7.8,7.9,10.0,0,,0
RA-1012,2024,0,8.057128571,9.5,9.5,2.5,9.8,8.1,8.4,5.0,-1,,0
RA-1285,2024,0,8.156578882,10.0,8.8,2.5,8.0,7.5,8.9,10.0,0,,0
RA-1286,2024,0,5.914801967,8.0,5.1,2.5,7.0,5.3,4.6,10.0,0,,1
RA-1287,2024,0,7.619650311,10.0,9.3,2.5,7.8,8.1,8.2,5.0,-1,,0
RA-1288,2024,0,7.920889959,9.0,8.0,2.5,10.0,7.2,7.3,10.0,0,,0
RA-1289,2024,0,7.217172222,7.0,9.4,7.5,7.8,5.9,6.2,5.0,-1,,0
RA-1290,2024,0,8.4072,10.0,10.0,7.5,8.8,7.5,8.3,5.0,-1,,0
RA-1291,2024,0,8.0792,9.5,9.5,7.5,8.3,7.5,7.9,5.0,-1,,0
RA-885,2024,0,8.2072,8.5,10.0,7.5,8.5,7.5,8.3,5.0,-1,,0
RA-1292,2024,0,6.903162121,7.5,4.8,7.5,8.3,7.2,7.9,5.0,-1,,0
RA-1293,2024,0,8.005023232,8.0,9.5,7.5,8.5,6.9,8.3,5.0,-1,,0
RA-888,2024,0,8.1942,9.0,10.0,6.9,8.5,7.5,8.3,5.0,-1,,0
RA-1294,2024,0,7.949366667,9.5,10.0,7.5,7.8,6.9,7.6,5.0,-2,,0
RA-1009,2024,0,6.395389394,8.0,6.9,2.5,7.5,6.6,6.6,5.0,-1,,0
RA-1013,2024,0,5.783955981,9.0,5.7,2.5,7.8,5.0,4.7,5.0,-1,,1
RA-1295,2024,0,8.061745455,10.0,9.5,2.5,7.5,7.5,8.3,10.0,0,,0
RA-1296,2024,0,7.057422222,9.0,8.4,2.5,6.5,7.5,8.3,5.0,-1,,0
RA-863,2024,0,4.668434848,8.5,3.2,2.5,5.5,4.7,4.3,5.0,-1,,1
RA-1297,2024,0,7.620247619,9.5,9.8,2.5,9.3,7.5,6.8,5.0,-1,,0
RA-1014,2024,0,6.315972727,8.5,7.9,2.5,5.3,6.9,7.0,5.0,-1,,0
RA-880,2024,0,6.853080435,9.5,8.4,2.5,6.5,7.2,7.2,5.0,-1,,0
RA-886,2024,0,8.4192,9.5,10.0,8.1,8.8,7.5,8.3,5.0,-1,,0
RA-1298,2024,0,7.577287995,9.5,6.6,7.5,6.8,7.2,7.4,10.0,0,,0
RA-1299,2024,0,7.069727778,8.5,7.6,7.5,6.5,7.2,7.1,5.0,-2,,0
RA-904,2024,0,7.6352,9.5,8.8,7.5,6.0,7.5,8.7,5.0,-1,,0
RA-1300,2024,0,7.623866667,8.5,8.8,2.5,9.0,7.5,8.6,5.0,-1,,0
RA-1301,2024,0,5.634533333,9.5,2.9,2.5,7.0,7.5,6.0,5.0,-1,,1
RA-1302,2024,0,5.758866667,10.0,5.4,2.5,4.0,6.3,5.0,10.0,0,,1
RA-1303,2024,0,8.8352,10.0,10.0,2.5,10.0,7.5,9.2,10.0,0,,0
RA-1304,2024,0,7.085119935,9.0,8.0,8.1,6.0,7.8,6.5,5.0,-2,,0
RA-1305,2024,0,6.68522193,8.5,8.7,2.5,4.8,7.8,8.1,5.0,-1,,0
RA-1306,2024,0,8.503033333,9.0,10.0,8.1,9.8,7.5,7.9,5.0,-1,,0
RA-702,2024,0,7.665116667,9.0,9.8,2.5,9.3,7.8,7.2,5.0,-2,,0
RA-725,2024,0,7.090077193,7.5,7.7,7.5,7.3,7.5,6.8,5.0,-1,,0
RA-912,2024,0,7.697103509,9.0,9.5,7.5,7.3,8.1,6.9,5.0,-2,,0
RA-918,2024,0,5.657357018,7.9,8.7,2.5,2.8,5.9,6.2,5.0,-1,,1
RA-920,2024,0,7.74949386,9.5,7.7,7.5,8.3,7.2,8.2,5.0,-1,,0
RA-1307,2024,0,6.594033333,10.0,5.8,6.3,5.5,6.3,5.4,10.0,0,,0
RA-1308,2024,0,6.876997101,10.0,7.4,7.5,6.0,7.5,5.9,5.0,-1,,0
RA-1309,2024,0,8.3792,9.0,9.2,7.5,7.5,7.5,8.2,10.0,0,,0
RA-1310,2024,0,8.390783333,8.5,9.4,2.5,10.0,7.8,8.2,10.0,0,,0
RA-1311,2024,0,6.411866667,9.0,9.2,2.5,0.0,7.5,8.4,10.0,0,,0
RA-1312,2024,0,7.5102,10.0,8.3,7.5,6.5,6.3,8.3,5.0,-1,,0
RA-1313,2024,0,8.015533333,9.5,8.1,7.5,6.3,7.5,8.4,10.0,0,,0
RA-1314,2024,0,8.2398,7.4,8.5,7.5,9.0,7.5,7.4,10.0,0,,0
RA-1315,2024,0,8.351066667,6.8,8.3,7.5,9.0,7.5,8.5,10.0,0,,0
RA-921,2024,0,7.283820321,8.5,8.7,7.5,6.0,7.5,7.5,5.0,-1,,0
RA-1316,2024,0,7.59291123,9.0,8.2,7.5,7.8,7.5,7.5,5.0,-1,,0
RA-1317,2024,0,7.665638503,7.5,7.1,7.5,10.0,7.5,7.5,5.0,-1,,0
RA-897,2024,0,5.221205051,7.0,2.8,2.5,6.0,6.9,6.7,5.0,-1,,1
RA-908,2024,0,6.764292246,8.5,8.1,7.5,4.8,7.2,6.8,5.0,-1,,0
RA-916,2024,0,5.505853162,8.5,7.3,2.5,2.8,6.6,6.2,5.0,-2,,1
RA-924,2024,0,6.472736096,7.0,4.6,7.5,7.0,7.2,7.4,5.0,-1,,0
RA-925,2024,0,6.587019519,8.0,7.0,7.5,4.8,7.2,7.3,5.0,-1,,0
RA-1008,2024,0,6.866741444,7.0,6.5,7.5,7.0,7.2,7.5,5.0,-1,,0
RA-919,2024,0,5.799702674,7.0,4.7,6.3,5.3,6.9,6.5,5.0,-2,,1
RA-1318,2024,0,6.823383155,8.5,7.7,7.5,5.0,7.2,7.3,5.0,-1,,0
RA-1003,2024,0,7.627588889,8.0,8.7,7.5,8.3,6.9,7.5,5.0,-1,,0
RA-1004,2024,0,7.8012,9.5,9.3,7.5,7.5,7.5,7.5,5.0,-1,,0
RA-1006,2024,0,7.040088889,8.5,8.4,7.5,5.0,7.5,7.5,5.0,-1,,0
RA-1319,2024,0,7.201526797,8.5,5.8,7.5,8.5,7.5,7.5,5.0,-1,,0
RA-858,2024,0,6.917866667,9.0,6.8,2.5,8.3,7.5,7.5,5.0,-1,,0
RA-905,2024,0,6.392582353,9.0,7.8,7.5,3.0,6.9,7.0,5.0,-2,,0
RA-907,2024,0,7.940088889,9.0,8.9,7.5,8.8,7.5,7.5,5.0,-1,,0
RA-1320,2024,0,7.884533333,9.0,9.2,7.5,8.3,7.5,7.5,5.0,-1,,0
RA-909,2024,0,7.722033333,10.0,8.2,7.5,8.3,6.9,7.5,5.0,-2,,0
RA-729,2024,0,6.684533333,8.0,8.4,2.5,6.0,7.5,7.5,5.0,-1,,0
RA-1321,2024,0,7.95295,9.0,8.9,6.9,8.8,6.6,5.9,10.0,0,,0
RA-1322,2024,0,8.47795,9.5,9.0,7.5,7.5,8.4,8.2,10.0,0,,0
RA-1323,2024,0,7.487366667,10.0,9.1,7.5,7.0,6.9,6.7,5.0,-1,,0
RA-1324,2024,0,8.33245,10.0,10.0,7.5,8.5,7.8,8.0,5.0,-1,,0
RA-931,2024,0,7.075466667,7.9,8.6,2.5,8.5,7.5,6.8,5.0,-1,,0
RA-1325,2024,0,8.982495455,9.0,9.5,7.5,10.0,8.4,7.9,10.0,0,,0
RA-1326,2024,0,7.639783333,9.0,9.3,7.5,4.5,7.8,7.2,10.0,0,,0
RA-1327,2024,0,8.264116667,9.0,9.3,7.5,7.5,7.8,7.3,10.0,0,,0
RA-1328,2024,0,8.058866667,8.5,8.2,7.5,10.0,7.5,7.8,5.0,-1,,0
RA-1329,2024,0,7.98945,9.5,10.0,7.5,6.5,6.6,6.7,10.0,0,,0
RA-1330,2024,0,8.944616667,10.0,9.3,7.5,9.5,8.4,7.9,10.0,0,,0
RA-1331,2024,0,7.852283333,9.0,7.3,7.5,7.3,8.4,7.2,10.0,0,,0
RA-944,2024,0,7.8262,9.0,7.3,7.5,9.0,8.8,7.8,5.0,-2,,0
RA-1332,2024,0,8.104052941,8.5,9.4,7.5,8.3,9.4,7.7,5.0,-2,,0
RA-754,2024,0,5.6127,8.5,6.3,5.6,6.3,2.5,4.8,5.0,-2,,1
RA-1333,2024,0,8.2132,7.5,10.0,6.3,9.3,9.4,7.8,5.0,-1,,0
RA-934,2024,0,8.3387,9.5,9.8,7.5,8.5,9.4,7.8,5.0,-1,,0
RA-1334,2024,0,8.3502,10.0,10.0,5.6,9.0,9.4,7.8,5.0,-1,,0
RA-941,2024,0,7.7467,8.0,9.3,5.0,8.8,8.1,7.7,5.0,-1,,0
RA-756,2024,0,7.3617,10.0,8.8,7.5,5.5,8.1,7.2,5.0,-2,,0
RA-1335,2024,0,8.3217,9.0,9.8,7.5,8.8,9.4,7.7,5.0,-2,,0
RA-773,2024,0,6.5662,10.0,8.8,2.5,5.0,7.5,6.6,5.0,-2,,0
RA-938,2024,0,8.005602692,9.5,9.5,7.5,7.8,8.1,7.7,5.0,-1,,0
RA-1336,2024,0,7.141365632,9.5,6.2,2.5,9.5,7.5,7.8,5.0,-1,,0
RA-1337,2024,0,6.015144444,8.0,4.7,7.5,6.0,6.9,5.7,5.0,-2,,0
RA-1338,2024,0,6.136842857,8.0,8.7,7.5,3.0,6.9,5.3,5.0,-1,,0
RA-1339,2024,0,7.3547,8.5,10.0,6.9,8.8,5.0,5.3,5.0,-1,,0
RA-1340,2024,0,8.342271429,9.5,8.4,7.5,10.0,5.6,7.0,10.0,0,,0
RA-1341,2024,0,7.862906349,10.0,9.2,7.5,10.0,5.6,6.0,5.0,-1,,0
RA-947,2024,0,6.053509524,9.0,7.6,7.5,4.5,5.6,4.6,5.0,-1,,0
RA-1342,2024,0,7.818580952,9.5,9.8,7.5,9.0,7.5,5.6,5.0,-1,,0
RA-1343,2024,0,8.8262,8.0,10.0,7.5,9.8,6.3,8.5,10.0,0,,0
RA-1344,2024,0,9.3612,8.5,10.0,7.5,10.0,8.8,9.4,10.0,0,,0
RA-945,2024,0,7.419580952,9.0,9.5,2.5,8.8,7.5,6.8,5.0,-1,,0
RA-946,2024,0,6.67772381,9.5,8.8,2.5,4.5,7.5,7.8,5.0,-1,,0
RA-1345,2024,0,7.234012866,8.5,9.5,7.5,6.3,6.3,6.8,5.0,-1,,0
RA-771,2024,0,6.066009524,8.5,6.6,3.1,6.5,5.6,6.1,5.0,-1,,0
RA-1346,2024,0,7.370104762,9.5,8.1,7.5,5.5,6.3,6.7,10.0,0,,0
RA-1347,2024,0,6.153842857,8.5,8.8,2.5,5.0,5.6,6.2,5.0,-1,,0
RA-949,2024,0,7.132342857,9.0,8.8,7.5,6.5,6.3,6.5,5.0,-1,,0
RA-950,2024,0,7.693461905,9.5,9.0,7.5,7.0,6.9,8.0,5.0,-1,,0
RA-951,2024,0,6.448342857,10.0,9.0,2.5,4.0,6.3,7.3,5.0,-1,,0
RA-1002,2024,0,7.967866667,9.0,7.8,7.5,9.3,7.5,8.3,5.0,-1,,0
RA-774,2024,0,5.685771429,10.0,6.4,2.5,3.8,6.3,6.4,5.0,-1,,1
RA-749,2024,0,8.337318421,9.5,9.7,8.1,8.8,8.4,7.7,5.0,-2,,0
RA-929,2024,0,7.724436842,9.0,9.5,7.5,6.8,8.1,7.6,5.0,-1,,0
RA-930,2024,0,7.929818421,8.5,9.7,7.5,8.0,7.8,7.5,5.0,-1,,0
RA-787,2024,0,7.73495,9.0,9.8,7.5,7.3,7.2,7.3,5.0,-1,,0
RA-1348,2024,0,7.960466254,7.5,8.6,7.5,9.0,8.8,7.8,5.0,-1,,0
RA-935,2024,0,8.3422,9.5,10.0,7.5,8.5,8.8,7.8,5.0,-1,,0
RA-1349,2024,0,7.855727778,8.0,8.4,7.5,8.5,8.4,7.9,5.0,-1,,0
RA-937,2024,0,8.3792,10.0,10.0,9.4,7.5,8.8,7.8,5.0,-1,,0
RA-1350,2024,0,8.33545,8.5,10.0,8.8,8.5,8.4,7.8,5.0,-2,,0
RA-1351,2024,0,8.186103846,9.0,9.2,8.1,8.8,8.4,7.7,5.0,-1,,0
RA-959,2024,0,8.379818421,10.0,9.7,7.5,9.5,7.8,7.5,5.0,-1,,0
RA-1352,2024,0,8.28995,10.0,9.5,8.1,8.5,8.4,7.7,5.0,-1,,0
RA-1353,2024,0,6.4547,8.0,9.5,7.5,3.0,6.9,6.1,5.0,-1,,0
RA-1354,2024,0,7.353427273,9.5,8.4,7.5,6.0,8.1,7.3,5.0,-1,,0
RA-979,2024,0,8.035245455,9.5,9.5,7.5,8.3,8.1,7.3,5.0,-1,,0
RA-1355,2024,0,7.202245455,10.0,6.5,7.5,7.0,8.1,7.2,5.0,-1,,0
RA-971,2024,0,6.891618182,7.4,7.9,7.5,6.8,7.5,6.1,5.0,-1,,0
RA-972,2024,0,7.537472727,9.5,8.4,7.5,6.8,8.8,7.2,5.0,-1,,0
RA-965,2024,0,6.137654546,9.0,6.5,7.5,2.3,8.8,6.8,5.0,-2,,0
RA-973,2024,0,6.931836364,10.0,9.3,7.5,3.8,7.5,6.6,5.0,-2,,0
RA-1356,2024,0,7.869588889,9.0,9.4,7.5,5.5,8.1,7.1,10.0,0,,0
RA-966,2024,0,7.994336364,9.5,8.6,7.5,9.0,8.1,7.3,5.0,-2,,0
RA-1357,2024,0,7.1807,8.0,7.5,7.5,6.8,8.1,7.3,5.0,-1,,0
RA-969,2024,0,7.453427273,9.0,7.9,7.5,7.3,8.1,7.3,5.0,-1,,0
RA-1358,2024,0,6.552990476,9.2,7.4,5.0,4.0,6.3,6.2,10.0,0,,0
RA-1359,2024,0,7.2102,8.5,9.0,5.6,6.0,5.6,6.2,10.0,0,,0
RA-1360,2024,0,6.848062319,8.5,7.0,7.5,5.0,5.6,6.4,10.0,0,,0
RA-1361,2024,0,8.7387,9.5,9.4,5.6,10.0,7.5,8.0,10.0,0,,0
RA-975,2024,0,7.146366667,8.5,7.7,5.0,8.0,6.9,7.3,5.0,-1,,0
RA-1362,2024,0,7.7092,10.0,6.9,5.6,8.5,6.9,6.9,10.0,0,,0
RA-977,2024,0,7.188033333,10.0,7.3,6.3,7.0,6.9,7.6,5.0,-1,,0
RA-1363,2024,0,7.6908,7.4,10.0,5.6,6.5,6.9,7.0,10.0,0,,0
RA-981,2024,0,6.651373913,9.0,7.0,6.3,6.0,6.3,7.0,5.0,-1,,0
RA-1364,2024,0,7.570033333,8.0,8.4,7.5,8.8,6.9,7.0,5.0,-1,,0
RA-1365,2024,0,7.370033333,9.0,9.8,6.3,6.5,6.9,7.0,5.0,-1,,0
RA-1366,2024,0,6.919852174,9.0,6.6,7.5,6.5,7.5,7.0,5.0,-1,,0
RA-974,2024,0,7.607721739,9.5,9.3,7.5,6.5,7.5,7.5,5.0,-1,,0
RA-1367,2024,0,8.427286957,10.0,8.4,7.5,8.8,7.5,7.5,10.0,0,,0
